,Epoch,Train Accuracy,Test Accuracy,Class avg mIOU,Inctance avg mIOU
80,81,0.9546635538271417,0.9414183126196068,0.8216550449587992,0.847456502245412
81,82,0.9548213094541083,0.9407781443001914,0.8195286564611426,0.8491946083492707
82,83,0.9547272426858374,0.9424728574069241,0.8244409514987912,0.8514662122992378
83,84,0.9549537850735662,0.9431767367453897,0.8206858592773059,0.8510997688129635
84,85,0.9548465894616168,0.9431463253522965,0.821919756673336,0.851641014801923
85,86,0.9550515879755435,0.9423534204832116,0.8231319263724854,0.8503463360698703
86,87,0.9550598284199799,0.9408987704962596,0.8224963968235148,0.849238983250976
87,88,0.9550198832147454,0.9432593062260787,0.8230477638688244,0.8524682744664818
88,89,0.9553026421937572,0.9426272929171016,0.8209838714128752,0.8476130648960666
89,90,0.9553580556908788,0.9424060882589597,0.8200796418761499,0.8514140289308119
90,91,0.9554682541766483,0.9423906277183368,0.81835570000823,0.8498298447899696
91,92,0.9553334740261191,0.9423834920842032,0.820561643820874,0.8485423413622528
92,93,0.9551754041449156,0.9425460826048191,0.8243771989196926,0.8515225089426979
93,94,0.9554534143932352,0.9423709197764439,0.8187551172629328,0.8481453573844877
94,95,0.9551733091166691,0.9419981678409882,0.8189827976085373,0.8505138746538324
95,96,0.9551932817192863,0.942376016657968,0.8256306777399498,0.851861036989103
96,97,0.9556121477000501,0.9420567819785143,0.8207580432605048,0.8507942359565771
97,98,0.9555029618112665,0.9426016386134307,0.8204986381305636,0.8506187565133965
98,99,0.9555683616096968,0.941981348131959,0.8220644468053845,0.8499253530739181
99,100,0.9555901499034611,0.9422035721664057,0.8215558915548624,0.8498661171248701
