,Epoch,Train Accuracy,Test Accuracy,Class avg mIOU,Inctance avg mIOU,Traning Loss,Validation Loss
0,1,0.7966562790510584,0.8567591105058281,0.5543448418006938,0.7000565257179459,0.7103142072904847,0.3942720267921686
