,Epoch,Train Accuracy,Test Accuracy,Class avg mIOU,Inctance avg mIOU,Traning Loss,Validation Loss,Start Training Time,Start Testing Time,End Time
0,1,0.7914724797863868,0.8580574561260439,0.5500997602012847,0.7037652292866331,0.7292530093713314,0.37568095607890023,1713807084.7972834,1713807747.0978189,1713807830.9848619
1,2,0.884045787693299,0.8829874929323243,0.6251316465176464,0.7312629132214586,0.3325893375062451,0.31139611312084725,1713807831.0364177,1713808496.3334563,1713808580.7900457
2,3,0.8959368064504581,0.8922617785534099,0.6381038707151954,0.7394815126760345,0.2964758585203964,0.28716985730247363,1713808580.8417385,1713809246.0690835,1713809329.9560058
3,4,0.9002546067909687,0.8908356711029923,0.634345127739683,0.7212173350833248,0.2818775071345381,0.2988736458329691,1713809330.0019047,1713809993.9657774,1713810077.5002985
4,5,0.9034176681186462,0.8915601078636047,0.6607480426318317,0.7359172844514728,0.27313546414774037,0.2846769401907093,1713810077.5002985,1713810742.2362256,1713810826.1039288
5,6,0.9062243065063896,0.8965657552083334,0.667303370184268,0.7561430455466288,0.26452803720996415,0.2775550132203433,1713810826.1039288,1713811490.029788,1713811573.229698
6,7,0.9082225961237292,0.8989910213335073,0.6743065955881009,0.7625126944504139,0.25975558562854995,0.2747412526359161,1713811573.3096986,1713812237.926016,1713812321.5152373
7,8,0.9097497684439433,0.8988906127674844,0.6801290957261125,0.7476013284935684,0.255539587930374,0.27389660839819246,1713812321.5612364,1713812985.9676812,1713813069.7161298
8,9,0.9112259383054123,0.9052207697242519,0.6631687483227788,0.7629638929027701,0.2503946434113305,0.2599815252961384,1713813069.717131,1713813732.4220097,1713813815.9745355
9,10,0.9126758204019902,0.9037472612756611,0.6972758202698998,0.7783975602642699,0.2471206813777572,0.26329328697174786,1713813816.0265317,1713814479.9757898,1713814563.7346978
10,11,0.9146249602886956,0.9041271488452505,0.6935099701865695,0.7742473525584009,0.2422489472851584,0.2583590161572728,1713814563.7806985,1713815228.4443288,1713815312.0887313
11,12,0.9150167248912693,0.907143993019311,0.6990429388149022,0.7728150982983389,0.24116660002512347,0.2546109033955468,1713815312.0887313,1713815976.1442707,1713816059.315752
12,13,0.9155868757494809,0.9077134845815936,0.6957186328527436,0.7806034616717077,0.2396702411043685,0.25081734947032397,1713816059.315752,1713816722.9079063,1713816806.573338
13,14,0.9174964441603128,0.9043751970794189,0.6991161171784173,0.7696156731410738,0.2338766131255635,0.24946597922179434,1713816806.6363368,1713817471.9938803,1713817555.4038692
14,15,0.9169148972763639,0.9069941447025052,0.6973135951093653,0.776195464974159,0.23552973547103342,0.24974627469976743,1713817555.404869,1713818219.5219078,1713818303.1538537
15,16,0.9184392031115765,0.9127765567914927,0.7170390620150656,0.7877671304580396,0.23068235004651452,0.2407420376729634,1713818303.154854,1713818967.715874,1713819052.9469361
16,17,0.9196855298159186,0.9115971384068372,0.681775699331379,0.7841056600554646,0.2267033246357553,0.24463074098651608,1713819053.0065064,1713819716.602397,1713819800.3240132
17,18,0.9191372271665593,0.9145832313957029,0.7049499377424584,0.7857956634681801,0.22837232258106835,0.23069465516342058,1713819800.325014,1713820463.6762514,1713820547.2744648
18,19,0.9196990931839741,0.9138492804562457,0.7200320312763908,0.7865231291226339,0.22679998592515171,0.23676693777864177,1713820547.275465,1713821211.6567354,1713821295.0083368
19,20,0.9205616954266,0.9077155233342032,0.7244417428395246,0.7878642348981961,0.22409635146424806,0.2433997158995933,1713821295.009338,1713821959.797553,1713822043.3560297
20,21,0.9270054837955506,0.9217540340118302,0.7435039363883945,0.8059411614287083,0.20502545541197165,0.213381799031049,1713822043.4190283,1713822708.0953891,1713822791.6595182
21,22,0.9285667043644401,0.9162254466227383,0.7436391710299914,0.7976992159969232,0.20195531367163205,0.22532567867181366,1713822791.7055194,1713823454.7878354,1713823538.85423
22,23,0.9285981657851876,0.9215188978775226,0.7435736700605633,0.8032680730874978,0.20086618760368122,0.21406300503553616,1713823538.85423,1713824202.5406811,1713824286.0650477
23,24,0.9288741873165449,0.9203226597838379,0.7421734139879522,0.803483494658313,0.20049109484014643,0.21771386503759357,1713824286.0650477,1713824950.7270632,1713825034.4387543
24,25,0.929395782715403,0.9225246824982603,0.744098210827774,0.8051743837761499,0.19899363738974346,0.2120361793268886,1713825034.4397533,1713825698.4143178,1713825782.031071
25,26,0.9300997494831937,0.9239287034620738,0.7489345085360112,0.8110549164482596,0.19629556142894672,0.20563881697340144,1713825782.031071,1713826446.014556,1713826530.2939107
26,27,0.9296033931352019,0.9210890608689979,0.7524595396779937,0.8056880452691977,0.19798354007397595,0.2164845088393324,1713826530.3389094,1713827195.2188966,1713827278.861278
27,28,0.9300845431298325,0.9236126968075853,0.7367130380833585,0.8109646529746238,0.19713381050583423,0.21218065170364248,1713827278.8622782,1713827942.0080278,1713828025.682362
28,29,0.930440616498425,0.9196627835225296,0.7463513529475116,0.804130183904037,0.1954367223952098,0.2188978358482321,1713828025.682362,1713828695.579534,1713828779.310303
29,30,0.9306437524050508,0.9210070010764614,0.738772491206622,0.8051359353378618,0.19580590738600198,0.2189485081574983,1713828779.310303,1713829442.9124987,1713829526.2909591
30,31,0.9307356197536333,0.9205882073112387,0.7455159098179037,0.80739122587745,0.1950469449555068,0.2199685670228468,1713829526.2919571,1713830187.9019701,1713830271.195216
31,32,0.9309453975157503,0.9214502598729993,0.7620093600433671,0.8064710867809396,0.19466154867055627,0.2123230926071604,1713830271.195216,1713830934.2415905,1713831017.6897757
32,33,0.9311465059085946,0.9201143672255567,0.7381957940545323,0.8076250552614831,0.19320711991050946,0.21722883637994528,1713831017.6897757,1713831680.8380332,1713831764.3921077
33,34,0.9312421486276669,0.9249961603492519,0.7426586313569186,0.8119822750089589,0.19397787591879856,0.20519135915156866,1713831764.3931096,1713832428.0687795,1713832511.7364252
34,35,0.9316315011879832,0.9201238814044015,0.7357353428536577,0.8023554192611516,0.19273802401649448,0.2219323255535629,1713832511.8009915,1713833174.514606,1713833258.4633155
35,36,0.931688201659597,0.9235353941044712,0.7381834079756542,0.8058142743803328,0.1920427563434887,0.2114314701408148,1713833258.4633155,1713833921.6368551,1713834005.473817
36,37,0.9311433248093858,0.9219497542623522,0.7381734085676588,0.8077886848852115,0.1931456216063696,0.21627823238571484,1713834005.474817,1713834669.384838,1713834753.126146
37,38,0.9321161818531644,0.9189918640179193,0.7478053535660659,0.8069041063915067,0.1910607206879476,0.21581776765071684,1713834753.126146,1713835415.1852415,1713835498.488009
38,39,0.9312868238451282,0.9232294113169798,0.7557750375494243,0.8088366173713322,0.1934317236623267,0.2115430281394058,1713835498.4890091,1713836160.8463888,1713836244.3664048
39,40,0.931738994375537,0.919784089302801,0.7509492127307313,0.8094253693799212,0.19122082832240567,0.21716888942238358,1713836244.3674045,1713836907.7178524,1713836991.1706645
40,41,0.9358036701075673,0.9272472830223556,0.7654500152211661,0.8168320308958484,0.18068471855621568,0.19954706391112673,1713836991.1706645,1713837654.5320506,1713837738.1343548
41,42,0.9370465360556272,0.926461853579506,0.7705338250690122,0.8192363405438849,0.17623043081638876,0.20142923721836672,1713837738.1963544,1713838402.8643765,1713838486.6255817
42,43,0.9372507905905463,0.9261957963639527,0.7675612532968346,0.8145614573842607,0.17604919000691974,0.2033618271557821,1713838486.6714287,1713839149.0084279,1713839232.548693
